slug,category,korean_text,english_text,romanization,difficulty,access_tier,usage_note,related_slugs,sort_order,is_published,usage_pack,pseo_page_enabled,indexable,robots_directive,sitemap_include,rollout_batch,seo_priority,index_reason_codes,page_type,page_template_key,intent_bucket,audience_segment,use_case_primary,keyword_opportunity,primary_query,audio_query,pronunciation_query,seo_title,seo_title_length,seo_title_pattern_key,meta_description,meta_description_length,h1_template_key,page_slug,canonical_path,parent_hub_slug,parent_hub_path,breadcrumb_label,app_deep_link,normal_audio_asset_key,slow_audio_asset_key,normal_timing_asset_key,render_components,cta_key,cta_label_key,related_slug_count,invalid_related_slugs,related_link_strategy,duplicate_english_group,canonical_variant_strategy,noindex_reason,qa_flags
jihacheol,transit,지하철,Subway,jihacheol,difficult,premium,,"yeok,beoseu",280,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,medium_requires_context,subway in korean,hear subway in korean,jihacheol pronunciation,"Hear ""Subway"" in Korean",23,hear_term_title,Hear 지하철 (jihacheol) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,115,term_audio_h1,subway-in-korean,/phrases/subway-in-korean,korean-transit-phrases,/korean-for-travel/transit,Subway,jjin://phrase/jihacheol,phrases/jihacheol/ko_normal.wav,phrases/jihacheol/ko_slow.wav,phrases/jihacheol/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
beoseu,transit,버스,Bus,beoseu,moderate,free,,"yeok,taeksi",290,true,,true,false,"noindex,follow",false,batch_3_enrich,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,medium_requires_context,bus in korean,hear bus in korean,beoseu pronunciation,"Hear ""Bus"" in Korean",20,hear_term_title,Hear 버스 (beoseu) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,111,term_audio_h1,bus-in-korean,/phrases/bus-in-korean,korean-transit-phrases,/korean-for-travel/transit,Bus,jjin://phrase/beoseu,phrases/beoseu/ko_normal.wav,phrases/beoseu/ko_slow.wav,phrases/beoseu/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
taeksi,transit,택시,Taxi,taeksi,moderate,premium,,"gonghang,yeok",300,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,medium_requires_context,taxi in korean,hear taxi in korean,taeksi pronunciation,"Hear ""Taxi"" in Korean",21,hear_term_title,Hear 택시 (taeksi) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,111,term_audio_h1,taxi-in-korean,/phrases/taxi-in-korean,korean-transit-phrases,/korean-for-travel/transit,Taxi,jjin://phrase/taeksi,phrases/taeksi/ko_normal.wav,phrases/taeksi/ko_slow.wav,phrases/taeksi/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
gonghang,transit,공항,Airport,gonghang,difficult,premium,,"taeksi,yeok",310,FALSE,place_location,FALSE,false,"noindex,follow",false,hold_noindex,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,medium_requires_context,airport in korean,hear airport in korean,gonghang pronunciation,"Hear ""Airport"" in Korean",24,hear_term_title,Hear 공항 (gonghang) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,113,term_audio_h1,airport-in-korean,/phrases/airport-in-korean,korean-transit-phrases,/korean-for-travel/transit,Airport,jjin://phrase/gonghang,phrases/gonghang/ko_normal.wav,phrases/gonghang/ko_slow.wav,phrases/gonghang/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
yakguk,transit,약국,Pharmacy,yakguk,difficult,premium,,"byeongwon,dowajuseyo",320,FALSE,place_location,FALSE,false,"noindex,follow",false,hold_noindex,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,medium_requires_context,pharmacy in korean,hear pharmacy in korean,yakguk pronunciation,"Hear ""Pharmacy"" in Korean",25,hear_term_title,Hear 약국 (yakguk) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,111,term_audio_h1,pharmacy-in-korean,/phrases/pharmacy-in-korean,korean-transit-phrases,/korean-for-travel/transit,Pharmacy,jjin://phrase/yakguk,phrases/yakguk/ko_normal.wav,phrases/yakguk/ko_slow.wav,phrases/yakguk/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
byeongwon,transit,병원,Hospital,byeongwon,difficult,premium,,"yakguk,dowajuseyo",330,FALSE,place_location,FALSE,false,"noindex,follow",false,hold_noindex,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_transit,traveler,transit_navigation,medium_requires_context,hospital in korean,hear hospital in korean,byeongwon pronunciation,"Hear ""Hospital"" in Korean",25,hear_term_title,Hear 병원 (byeongwon) and learn how to use it for transit navigation. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,hospital-in-korean,/phrases/hospital-in-korean,korean-transit-phrases,/korean-for-travel/transit,Hospital,jjin://phrase/byeongwon,phrases/byeongwon/ko_normal.wav,phrases/byeongwon/ko_slow.wav,phrases/byeongwon/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
igeo,shopping,이거,This,igeo,easy,free,this one,"mwo,igeo-eolmayeyo",340,true,,true,true,"index,follow",true,batch_2,8,"manual_high_intent,travel_category,has_usage_note",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,medium_high,this in korean,hear this in korean,igeo pronunciation,"Hear ""This"" in Korean",21,hear_term_title,Hear 이거 (igeo) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,111,term_audio_h1,this-in-korean,/phrases/this-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,This,jjin://phrase/igeo,phrases/igeo/ko_normal.wav,phrases/igeo/ko_slow.wav,phrases/igeo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
igeo-eolmayeyo,shopping,이거 얼마예요?,How much is this?,igeo eolmayeyo,moderate,free,,"igeo,eolma",350,true,,true,true,"index,follow",true,batch_1,12,"manual_high_intent,question_query,full_phrase,travel_category",phrase_audio_page,question_phrase_audio,travel_shopping,traveler,shopping_transaction,high,how much is this in korean,hear how much is this? in korean,igeo eolmayeyo pronunciation,"Hear ""How much is this?"" in Korean",34,hear_phrase_title,Hear 이거 얼마예요? (igeo eolmayeyo) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,127,question_audio_h1,how-much-is-this-in-korean,/phrases/how-much-is-this-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,How much is this?,jjin://phrase/igeo-eolmayeyo,phrases/igeo-eolmayeyo/ko_normal.wav,phrases/igeo-eolmayeyo/ko_slow.wav,phrases/igeo-eolmayeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
kadeu,shopping,카드,Card,kadeu,moderate,free,,"hyeongeum,eolma",360,true,item_object,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,card in korean,hear card in korean,kadeu pronunciation,"Hear ""Card"" in Korean",21,hear_term_title,Hear 카드 (kadeu) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,112,term_audio_h1,card-in-korean,/phrases/card-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Card,jjin://phrase/kadeu,phrases/kadeu/ko_normal.wav,phrases/kadeu/ko_slow.wav,phrases/kadeu/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
hyeongeum,shopping,현금,Cash,hyeongeum,moderate,free,,"kadeu,eolma",370,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,cash in korean,hear cash in korean,hyeongeum pronunciation,"Hear ""Cash"" in Korean",21,hear_term_title,Hear 현금 (hyeongeum) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,116,term_audio_h1,cash-in-korean,/phrases/cash-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Cash,jjin://phrase/hyeongeum,phrases/hyeongeum/ko_normal.wav,phrases/hyeongeum/ko_slow.wav,phrases/hyeongeum/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
eolma,shopping,얼마예요?,How much is it?,eolmayeyo,easy,free,,"gagyeok,igeo-eolmayeyo",380,true,,true,true,"index,follow",true,batch_1,12,"manual_high_intent,question_query,full_phrase,travel_category",phrase_audio_page,question_phrase_audio,travel_shopping,traveler,shopping_transaction,high,how much is it in korean,hear how much is it? in korean,eolmayeyo pronunciation,"Hear ""How much is it?"" in Korean",32,hear_phrase_title,Hear 얼마예요? (eolmayeyo) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,119,question_audio_h1,how-much-is-it-in-korean,/phrases/how-much-is-it-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,How much is it?,jjin://phrase/eolma,phrases/eolma/ko_normal.wav,phrases/eolma/ko_slow.wav,phrases/eolma/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
gagyeok,shopping,가격,Price,gagyeok,moderate,premium,,"eolma,kadeu",390,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,price in korean,hear price in korean,gagyeok pronunciation,"Hear ""Price"" in Korean",22,hear_term_title,Hear 가격 (gagyeok) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,price-in-korean,/phrases/price-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Price,jjin://phrase/gagyeok,phrases/gagyeok/ko_normal.wav,phrases/gagyeok/ko_slow.wav,phrases/gagyeok/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
ihae-mothaeyo,courtesy,이해 못해요,I don't understand,ihae mothaeyo,moderate,free,,"dasi-malsseumhae-juseyo,cheoncheonhi-malsseumhae-juseyo",400,true,,true,true,"index,follow",true,batch_2,8,"manual_high_intent,full_phrase",phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_high,how to say i don't understand in korean,hear i don't understand in korean,ihae mothaeyo pronunciation,"Hear ""I don't understand"" in Korean",35,hear_phrase_title,Hear 이해 못해요 (ihae mothaeyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,126,phrase_audio_h1,i-don-t-understand-in-korean,/phrases/i-don-t-understand-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,I don't understand,jjin://phrase/ihae-mothaeyo,phrases/ihae-mothaeyo/ko_normal.wav,phrases/ihae-mothaeyo/ko_slow.wav,phrases/ihae-mothaeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
dasi-malsseumhae-juseyo,courtesy,다시 말씀해 주세요,Please say it again,dasi malsseumhae juseyo,moderate,free,,"ihae-mothaeyo,cheoncheonhi-malsseumhae-juseyo",410,true,,true,true,"index,follow",true,batch_1,11,"manual_high_intent,request_query,full_phrase",phrase_audio_page,request_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,how to say please say it again in korean,hear please say it again in korean,dasi malsseumhae juseyo pronunciation,"Hear ""Please say it again"" in Korean",36,hear_phrase_title,Hear 다시 말씀해 주세요 (dasi malsseumhae juseyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,140,phrase_audio_h1,please-say-it-again-in-korean,/phrases/please-say-it-again-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Please say it again,jjin://phrase/dasi-malsseumhae-juseyo,phrases/dasi-malsseumhae-juseyo/ko_normal.wav,phrases/dasi-malsseumhae-juseyo/ko_slow.wav,phrases/dasi-malsseumhae-juseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
cheoncheonhi-malsseumhae-juseyo,courtesy,천천히 말씀해 주세요,Please speak slowly,cheoncheonhi malsseumhae juseyo,moderate,free,,"ihae-mothaeyo,dasi-malsseumhae-juseyo",420,true,,true,true,"index,follow",true,batch_1,10,"manual_high_intent,request_query,short_phrase",phrase_audio_page,request_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,how to say please speak slowly in korean,hear please speak slowly in korean,cheoncheonhi malsseumhae juseyo pronunciation,"Hear ""Please speak slowly"" in Korean",36,hear_phrase_title,Hear 천천히 말씀해 주세요 (cheoncheonhi malsseumhae juseyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,149,phrase_audio_h1,please-speak-slowly-in-korean,/phrases/please-speak-slowly-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Please speak slowly,jjin://phrase/cheoncheonhi-malsseumhae-juseyo,phrases/cheoncheonhi-malsseumhae-juseyo/ko_normal.wav,phrases/cheoncheonhi-malsseumhae-juseyo/ko_slow.wav,phrases/cheoncheonhi-malsseumhae-juseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
yeongeo-ganeunghaseyo,courtesy,영어 가능하세요?,Do you speak English?,yeongeo ganeunghaseyo,moderate,free,,"ihae-mothaeyo,dowajuseyo",430,true,,true,true,"index,follow",true,batch_1,12,"manual_high_intent,question_query,full_phrase",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,do you speak english in korean,hear do you speak english? in korean,yeongeo ganeunghaseyo pronunciation,"Hear ""Do you speak English?"" in Korean",38,hear_phrase_title,Hear 영어 가능하세요? (yeongeo ganeunghaseyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,137,question_audio_h1,do-you-speak-english-in-korean,/phrases/do-you-speak-english-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Do you speak English?,jjin://phrase/yeongeo-ganeunghaseyo,phrases/yeongeo-ganeunghaseyo/ko_normal.wav,phrases/yeongeo-ganeunghaseyo/ko_slow.wav,phrases/yeongeo-ganeunghaseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
oenjjok,directions,왼쪽,Left,oenjjok,easy,free,,"oreunjjok,jikjin",440,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_directions,traveler,directions_navigation,low_support,left in korean,hear left in korean,oenjjok pronunciation,"Hear ""Left"" in Korean",21,hear_term_title,Hear 왼쪽 (oenjjok) and learn how to use it for directions navigation. Practice normal and slow Korean audio in Jjin.,115,term_audio_h1,left-in-korean,/phrases/left-in-korean,korean-directions-phrases,/korean-for-travel/directions,Left,jjin://phrase/oenjjok,phrases/oenjjok/ko_normal.wav,phrases/oenjjok/ko_slow.wav,phrases/oenjjok/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
